ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag
431603270,HICHIHUKUJINMARU,NA,NA,drifting_longlines,JPN,28.02,114.76,513.65,2829.79,1199.27,1146.3,710.7,NA,NA,NA
416000303,JHAOFONG277,NA,BJ4709,drifting_longlines,TWN,27,79.46,447.6,8149.47,5871.18,7157.09,5854.04,CHERN Y Y,"20-2, ZHONGHUA ROAD, LIUQIU TOWNSHIP, PINGTUNG COUNTY, CHINA, REPUBLIC OF (TAIWAN)",TWN
431501186,KIKUMARU2,NA,NA,drifting_longlines,JPN,23.98,122.22,548.41,3738.07,1052.47,1300.33,921.09,NA,NA,NA
224096770,ALMIRANTEBERRIA,8739516,EA4240,other_purse_seines,ESP,26.5,114.15,352.94,3579.24,973.1,236.61,186.66,TELMO MARTINEZ GARMENDIA,"Pº RAMON IRIBARREN, 23-1º-A",ESP
416235500,ESUN888,NA,BG3692,drifting_longlines,TWN,35.5,199,769.87,8735.87,4682.46,1541.17,727.03,CHEN M C,"53, MINZU ROAD, LIUQIU TOWNSHIP, PINGTUNG COUNTY, 92941, CHINA, REPUBLIC OF (TAIWAN)",TWN
416004248,CHANGYING368,8748804,BG3706,drifting_longlines,TWN,34.34,199,766.28,8729.03,6076.99,6524.13,6072.41,HUNG J C,"NO.53, LN. 3, HEPING RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 929, TAIWAN(OPERATOR ADDRESS:NO.32, CHAOLONG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN)",TWN
416086600,HONGAN2,8651489,BH3258,drifting_longlines,TWN,53.15,449,820.6,8735.98,5414.66,8701.96,5405.47,SHUO LONG FISHERIES,"29-2, BINHAI 2ND ROAD, GUSHAN DISTRICT, KAOHSIUNG CITY, 80443, CHINA, REPUBLIC OF (TAIWAN)",TWN
416000776,MINGSHENGTSAIR,NA,BK7109,drifting_longlines,TWN,21.8,49.07,406.57,6358.74,2365.43,801.67,405.14,KUNG TA MING,"NO.229-3, GUANGFU RD., SINYUAN TOWNSHIP, PINGTUNG COUNTY 932, TAIWAN",TWN
412328738,LURONGYUANYU116,NA,NA,tuna_purse_seines,CHN,52.83,921.92,882.5,1115.69,134.54,649.6,84.95,NA,NA,NA
412420905,HAIXING615,9727780,BZ8VY,drifting_longlines,CHN,42.09,461,724.92,7105.99,2829.72,5824.41,2829.36,ZHOUSHAN HAIXING OCEAN FISHERIES,NO.88RENMIN MIDDLE ROAD(4TH)DINGHAI ZHOUSHAN ZHEJIANG,CHN
412439618,YONGFA3,NA,BZV4Y,squid_jigger,CHN,69.9,1408,2591.28,3666.18,296.31,2169.52,278.93,NINGBO YONGFA OCEAN FISHERIES,"ROOMS 1604-1606, 18 DIAMOND COMMERCIAL PLAZA, JIANGBEI QU, NINGBO, ZHEJIANG, 315000, CHINA.",CHN
412699820,HUAYING207,NA,NA,squid_jigger,CHN,44.37,491,769.82,8335.09,2898.92,8177.75,2898.92,NA,NA,NA
645373000,BELLERIVE,9679622,3BRY,tuna_purse_seines,MUS,86.17,2666.42,3739.99,2090.97,112.12,58.85,19.82,INDIAN OCEAN SHIP MANAGEMENT SERVICES,"FREEPORT ZONE NO. 8, QUAY D ROAD PORT LOUIS, MAURITIUS",MUS
416173500,LIANCHISHENG62,8789195,BJ4789,drifting_longlines,TWN,29.7,98,746,2915.04,732.85,1861.54,691.18,HUANG T S,"18-2, BEISHAN LANE, QIJIN DISTRICT, KAOHSIUNG CITY, 80544, CHINA, REPUBLIC OF (TAIWAN)",TWN
416003048,ANWONEFA2,NA,NA,drifting_longlines,TWN,29.49,87.39,598.64,6270.64,4713.45,3562.39,3074.95,NA,NA,NA
412699690,TAIPINGYANG5,8787305,BZ1UN,squid_jigger,CHN,39.65,303,608.97,4402.21,717.56,3494.8,717.56,ZHEJIANG ZHOUPU OCEAN FISH,"DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416004566,GILONTAS393,NA,BJ5121,drifting_longlines,TWN,31.29,150.26,644.01,8686.04,3825.42,7335.15,3825.42,NA,NA,NA
367479450,GOLDENEAGLE2,9032850,WDF6942,drifting_longlines,USA,22.04,99,423.5,5994.26,2012.09,2340.56,1298,GOLDEN EAGLE II,"504 N NIMITZ HWY, HONOLULU, HI 96817-5030, USA",USA
412420873,ZHOUYU902,NA,BZU8C,squid_jigger,CHN,44.9,586,882,6765.64,2556.71,6307.53,2556.41,CHINA AQUATIC PRODUCTS,"1, XINGHAI LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416002374,CHENYIFA1,NA,BJ4798,drifting_longlines,TWN,25.92,121.79,561.49,4516.18,2412.64,3789.68,2412.64,TSAI JUI CHUNG,"NO.26, LN. 81, SHANBAN RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 92942, TAIWAN",TWN
576695000,YUHYI21,8664228,YJSB7,drifting_longlines,VUT,23.8,93,334.55,7735.16,6800.44,593.87,566.06,YUH YOW MARINE VANUATU,"MOORE STEPHENS HOUSE, LINI HIGHWAY, PORT VILA, VANUATU",TWN
416000547,SHINLIANFA168,8781624,BJ3633,drifting_longlines,TWN,25.79,96.59,613.96,1706.43,677.19,1505.93,667.62,CHIANG CP,"4TH FLOOR, 195, FODAO ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80668, CHINA, REPUBLIC OF (TAIWAN)",TWN
431500911,FUKUYOSHIMARU,NA,JL5133,pole_and_line,JPN,29.12,212.12,661,4939.92,404.31,388.01,150.33,MARUSAN SUISAN,"167-1,OOAZA-KASHINOURA, OOTSUKI-CHO, HATA-GUN, KOCHI, JAPAN",JPN
431100690,SENSHUMARU3,9047908,JRWC,drifting_longlines,JPN,51.2,393.92,735,3888.69,1596.7,3357.92,1579.43,TOMIOKA FISHERIES,"1-10-30-102, NEGISHIDAI, ASAKA-SHI, SAITAMA-KEN, JAPAN",JPN
431500730,SYUNKOUMARU11,NA,NA,drifting_longlines,JPN,24.63,120.35,466.2,2810.69,1150.33,2098.79,1150.33,NA,NA,NA
416004299,YIMAN3,8778380,BJ5061,drifting_longlines,TWN,23.9,99.53,701.24,8586.97,5278.38,2025.65,1690.61,CHEN CHIA CHENG,"NO.109, GAOPING 23RD RD., XIAOGANG DIST., KAOHSIUNG CITY 812, TAIWAN (R.O.C.)",TWN
263405380,MARGHERITA,NA,CUOX6,drifting_longlines,PRT,18.2,87.36,224,5356.7,2596.12,2687.46,1617.91,SOCIEDADE DE PESCAS SOUSA MILHAZES,"RUA NOVA DA ALEGRIA, Nº 50",PRT
416717000,HSIEHTA,8648391,BH3239,drifting_longlines,TWN,48.95,472,895.2,7203.56,2226.16,6454.03,2226.16,HONG YUAN FISHERIES,"LANE 61, 33, WULING STREET, LINGYA DISTRICT, KAOHSIUNG CITY, 80275, CHINA, REPUBLIC OF (TAIWAN)",TWN
412300377,TIANXIANG57,NA,BZTV7,squid_jigger,CHN,69.29,1596,1912,8391.12,1800.37,6595.55,1792.72,TIANJIN MU YANG FISHING,"A-303, BONDED AREA, 70, HAIBIN JIULU, BINHAI XINQU, TIANJIN, CHINA.",CHN
431701040,SHOSHINMARU82,8821369,JMYN,drifting_longlines,JPN,49.32,495.59,735,6488.2,4248.94,3370.47,2998.42,MARUKICHI,"8-17-17,KONAKANO,HACHINOHE-SHI,AOMORI,JAPAN",JPN
416000986,YUFU,NA,BJ4657,drifting_longlines,TWN,27.76,88.58,447.6,8524.02,5971.38,7774.77,5950.32,CHEN ZX,"ROOM 10F-1, 182, HOUDE ROAD, GUSHAN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
200017042,NA,NA,NA,tuna_purse_seines,NA,51.77,1550.7,845.93,3947.29,1414.46,2848.57,1369.43,NA,NA,NA
431602750,DAI78KAIOUMARU,NA,NA,drifting_longlines,JPN,31.14,252.3,537.11,6733.31,3383.89,3976.43,2946.74,NA,NA,NA
257815000,LEINEBJOERN,9605542,LCOJ,trawlers,NOR,67.5,1828,3460.53,8877.68,413.91,128.02,59.25,LEINEBJORN,NA,NOR
224043560,AMEAL,9168910,EAQD,drifting_longlines,ESP,29.3,259,444.39,7068.01,3740.12,6264.77,3708.72,PESQUERAS AMEVID,OLIVA 84 C.P. 36780 LA GUARDIA PONTEVEDRA,ESP
416003676,KUANHUANGFA,NA,BJ5007,drifting_longlines,TWN,23.32,95.11,618.43,4327.18,2978.32,3764.01,2978.32,TSAI HUNG CHUEN YAN,"NO.73-6, JHONGSHAN RD., LIOUCIOU TOWNSHIP, PINGTUNG COUNTY 929, TAIWAN (R.O.C.)",TWN
367557620,TRIPLEDRAGON,8937730,WDG6494,drifting_longlines,USA,23.83,102,360.19,626.85,369.9,440.45,350.27,TRIPLE DRAGON,"1423, VICTORIA STREET, HONOLULU HI 96822-5913, USA.",USA
204813000,CIDADECELESTIAL,8906420,CUXT,drifting_longlines,PRT,28,215,368,5800.39,1131.88,1082.08,555.26,TORCATO DOS SANTOS BRAGA,"RUA DIREITA DO RAMALHO, Nº 70",PRT
416004214,JINDEMAN1,NA,BJ5055,drifting_longlines,TWN,23.25,96.42,696.12,5882.73,3764.52,1578.89,956.22,LIN YU CHUN,"12F., NO.11, YIXIN 2ND RD., QIANZHEN DIST., KAOHSIUNG CITY 806, TAIWAN (R.O.C.)",TWN
440933000,ORYONG708,8709092,AD,drifting_longlines,KOR,50.46,436.81,831.23,8735.95,4072.68,8272.85,4072.68,SAJO INDUSTRIES,"(MR.GAP-SOOK, LEE) #157, 2GA, CHOOGJEONG-RO, SEODAEMUN-GU, SEOUL, KOREA",KOR
224342000,VIKINGBAY,9221516,EAWJ,drifting_longlines,ESP,43.53,678.8,537.34,8616.65,3817.94,7404.33,3817.94,COPEMAR,"MARQUES DE VALTERRA, 13 VIGO36202 PONTEVEDRA",ESP
627949000,AFKO805,NA,9GOI,pole_and_line,GHA,42.66,349,704.23,6072.87,533.78,370.79,83.69,AFKO FISHERIES,P.O.BOX 868,GHA
441483000,ORYONG801,8909604,DTBU7,drifting_longlines,KOR,49.71,435.71,742.33,8651.19,4591.72,8279.14,4591.72,SAJO INDUSTRIES,"107-39, TONGIL-RO, SEODAEMUN-GU, SEOUL, REPUBLIC OF KOREA",KOR
416791000,WOENYU168,8647995,BH3325,drifting_longlines,TWN,55.1,493,696.27,2806.49,1438.31,1638.11,1055.14,YIN YU FISHERIES,NA,TWN
512012000,CAPTMJSOUZA,7823396,ZMAS,tuna_purse_seines,NZL,68.13,1468,2666.8,1822.58,434.79,377.29,181.71,TALLEY S GROUP,PO BOX 5 MOTUEKA 7161 NEW ZEALAND,NZL
416000017,JINNFWUTSAIR12,NA,NA,drifting_longlines,TWN,18.77,60.96,324.55,3075.28,2085.01,255.34,106.88,NA,NA,NA
431680770,NANAEMARU,NA,NA,drifting_longlines,JPN,25.38,132.26,422.75,1403.26,548.59,405.11,256.87,NA,NA,NA
259697000,HAVSKJER,9235397,LLGA,trawlers,NOR,67.4,1988,5530.96,8641.77,1312.1,230.53,109.34,HAVSTAL,NA,NOR
412371179,HAISHANG78,8904185,BZ7UW,drifting_longlines,CHN,50.04,577,698.09,1820.42,1003.48,1626.97,1003.48,SHANGHAI DEEPSEA FISHERIES,"10 JIANGPU RD,SHANGHAI, P.R.OF CHINA",CHN
441713000,TONGYOUNG803,8610485,DTBY2,squid_jigger,KOR,49.91,662,1157.42,4908.71,1443.97,3437.25,1109.2,TONG YOUNG INDUSTRIES,"763-20, GAMCHEON 1-DONG, SAHA-GU, BUSAN, 604-070, SOUTH KOREA.",KOR
416004693,WINFARYING8,9751236,BI2639,squid_jigger,TWN,74.55,998,2175.86,7039.56,1522.78,3990.01,828.07,FAR YING FISHERIES,"75, YUGANG CENTRAL 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
367707220,STJOSEPH,NA,WDI5304,drifting_longlines,USA,22.59,97.95,323.98,8684.79,4868.7,4618.77,3745.48,NA,NA,NA
431601746,RYOUFUKUMARU55,8942436,JH3141,pole_and_line,JPN,27.82,101,338.1,3580.93,214.74,600.92,35.71,YOKOO K,"NANGO-CHO, NICHINAN-SHI, MIYAZAKI-KEN, JAPAN.",JPN
224113720,HERMANOSCAPARROS,8687830,EA4509,drifting_longlines,ESP,22.72,103,189.52,4405.56,1868.33,128.97,98,CAPARROS SEGURA A,"CALLE MURILLO 10, 04140 CARBONERAS (ALMERIA), SPAIN.",ESP
224654000,DENVER,9426518,EAFV,drifting_longlines,ESP,40.48,497,813.23,8551.08,4628.44,7695.81,4613.74,CELEXUS,"CL. EMILIA PARDO BAZAN, 18-6º-IZQ. A CORUÑA15005 A CORUÑA",ESP
412331028,LUQINGYUAN22,9748514,BZYX3,drifting_longlines,CHN,53.3,698,1181.62,6388.76,4692.1,6220.57,4692.1,QINGDAO FURUI FISHERIES,"2-1502,NO.19 FUZHOUNAN ROAD,QINGDAO,CHINA",CHN
225330000,ORTUBEBERRIA,9276080,EBXN,other_purse_seines,ESP,36,243.57,485.29,1664.42,5.4,22.41,0.64,ALBACORA,"RECINTO INTERIOR ZONA FRANCA EDIFICIO MELKART, 1º OFICINA 1- 2|CADIZ|11011|CADIZ",ESP
868000014,868000014,NA,NA,drifting_longlines,NA,33.36,223.85,457.02,2391.87,1878.31,2391.87,1878.31,NA,NA,NA
440855000,SUNGKYUNG517,8904903,6KMC,squid_jigger,KOR,54.62,947.08,1311.12,4871.09,1465.66,3425.41,1034.74,SUNG KYUNG FISHERIES,"5TH FLOOR, SUNGKYUNG BUILDING, 1212-21, CHORYANG 1-DONG, DONG-GU, BUSAN, 601-839, SOUTH KOREA.",KOR
416002099,JINHUANGYI,NA,BJ4518,drifting_longlines,TWN,22.2,52.48,613.96,3794.25,2342.86,3393.4,2342.21,CHEN TSAI CHIN FENG,"NO.38, FUYU 5TH RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92845, TAIWAN",TWN
416002168,LIENCHERNGYIH,NA,BK6443,drifting_longlines,TWN,21,49.7,406.57,1798.63,1042.64,1552.32,1042.64,TSAY CHERN SHWU FEN,"NO.22-1, ZHONGHUA RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 92942, TAIWAN (R.O.C.)",TWN
775002282,CRISTINA,NA,NA,drifting_longlines,VEN,20.05,69.58,363.32,1561.01,634.8,751.46,424.73,ROMMER EINTEN GARCIA,"CALLE SAN BRUNO PARCELA N A-C, SECTOR LOS JARDINES DEL MANZANARES",VEN
417000609,PUSHPARAJINI3,NA,NA,drifting_longlines,LKA,23,66.85,252.66,1740.13,765.61,1426.18,760.68,NA,NA,NA
882418006,882418006,NA,NA,drifting_longlines,NA,30.63,91.2,553.25,2242,1076.22,2242,1076.22,NA,NA,NA
441644000,DONGWON637,9032991,DTBW8,drifting_longlines,KOR,51.54,472.36,899.91,8735.69,2988.66,3459.79,1000.94,DONGWON FISHERIES,"8, TEHERAN-RO 8-GIL, GANGNAM-KU, SEOUL, KOREA",KOR
440931000,ORYONG733,9041112,6NSK,drifting_longlines,KOR,53.92,416,891.9,8418.35,5716.57,7507.63,5568.81,SAJO INDUSTRIES,"107-39, TONGIL-RO, SEODAEMUN-GU, SEOUL, REPUBLIC OF KOREA",KOR
431426000,CHOKYUMARU23,NA,NA,pole_and_line,JPN,34.26,222,662.69,5886.97,561.8,1214.01,197.15,CHOKYU MARU,"333-12, MIKIURA-CHO, OWASE-SHI, MIE, JAPAN",JPN
577384000,WINHARVEST707,9215000,YJWG4,tuna_purse_seines,VUT,69.45,1217,2205.83,2945.25,387.36,659.94,206.28,WIN HARVEST FISHERIES,"ICOUNT BUILDING, KUMUL HIGHWAY, PORT VILA, VANUATU",VUT
224559000,PLAYADERODAS,8802363,EHQQ,trawlers,ESP,55.8,863,1066.18,6363.46,2250.31,1501.67,864.72,PESQUERAS GADIMAR,NA,ESP
412420803,NINGTAI5,8777647,BZ6VT,squid_jigger,CHN,53.47,498,873.47,3684.56,947.41,3363.85,947.41,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416253600,HSIANGCHINGTSAI,NA,NA,squid_jigger,TWN,67.26,916.09,1803.4,4576.43,941.33,3653.06,934.58,HSIANG CHING MARINE,"3RD FLOOR, 131, XINSHENG ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
416004501,GILONTAS313,NA,BJ5112,drifting_longlines,TWN,23.8,139.25,618.06,7257.69,3644.91,7081.38,3643.75,NA,NA,NA
416000754,SHINSHENGCHING1,NA,BJ3999,drifting_longlines,TWN,25,78.96,447.6,5459.33,4555.75,5293.75,4555.75,HE JHIH YOU,"NO.62, CHAOLONG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
431500801,KOYUMARU18,NA,NA,drifting_longlines,JPN,25.42,146.45,454.79,6322,3239.21,2332.59,1778.07,NA,NA,NA
440818000,OCEAN77,7827847,6MCV,squid_jigger,KOR,56.49,620.53,1185,6280.71,1910.77,3262.57,1061.32,KYUNGTAE,"554, SINPYEONG 1-DONG, SAHA-GU, BUSAN, 604-836, SOUTH KOREA.",KOR
440765000,DONGWON207,8619247,HLBR,drifting_longlines,KOR,49.65,450.24,891.9,8115.7,5073.63,7188.22,4658.08,DONGWON INDUSTRIES,"#275, YANGJAE-DONG, SEOCHO-GU, SEOUL, KOREA",KOR
412992000,XINSHIJI67,8672524,BZUZ4,drifting_longlines,CHN,48.6,497,882,3623.6,2675.08,3024.94,2598.06,ZHEJING NEW TIMES INTERNATIONAL FISHERIES,"NO.499 QINGTAI STREET HANGZHOU, CHINA",CHN
416002346,JINDERTSAI,NA,BK7343,drifting_longlines,TWN,22,49.1,484.9,5018.4,2632.3,4685.78,2632.3,CHERN BEI DIN,"NO.232, XINGDONG 4TH ST., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
416004329,DONGCHENG988,NA,BJ5077,drifting_longlines,TWN,23.8,74.82,522.2,3084.34,2095.46,2951.63,2095.46,DONGCHENG FISHERIES,"133-48, XINGYU STREET, DONGGANG TOWNSHIP, PINGTUNG COUNTY, CHINA, REPUBLIC OF (TAIWAN)",TWN
224094520,SUSO,9007245,EHBT,drifting_longlines,ESP,26.3,209,462.16,8503.17,3048.79,6964.89,3036.83,NA,NA,NA
224314000,PLAYAMENDUINA2,9249958,EBWV,trawlers,ESP,51,836,699.26,3501.98,1651.16,3124.86,1650.52,MORADINA,NA,ESP
412329685,LUQINGYUANYU202,9729611,BZYH7,trawlers,CHN,61.24,1617,1703.61,5418.14,2977.46,4285.18,2969.34,QINGDAO DEEP SEA FISHERIES,NA,CHN
224241000,NOVOEUSTAQUIO,9233026,EA4077,drifting_longlines,ESP,26.4,175.78,234.56,6800.49,2988.65,4616.81,2379.46,PESCAGEDI,"LG.CASAS,8|LA GUARDIA|36780|PONTEVEDRA",ESP
224587000,ZUBEROA,8906456,EGVV,tuna_purse_seines,ESP,80.32,2172,3473.64,2964.04,253.39,283.31,27.21,ATUNEROS CONGELADORES Y TRAN FRI,"LAMERA, 1|BERMEO|48370|VIZCAYA",ESP
416002591,LIHUNG666,8792659,BJ4843,drifting_longlines,TWN,27.2,79.62,700.87,7229.74,4100.81,6433.42,4100.81,CHEN Y C,"6F.-1, NO.130, SEC. 3, GUANGFU RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92849, TAIWAN",TWN
412005168,SHENGLONGYU31,NA,NA,drifting_longlines,CHN,29.44,133.11,601.71,2150.5,1332.99,1854.32,1332.63,NA,NA,NA
431000775,NAKAMURARYOUYUMARU,NA,NA,drifting_longlines,JPN,26.68,152.96,493.3,4006.8,1820.49,2808.79,1633.31,NA,NA,NA
740336000,ARGOSGALICIA,8704614,ZDLX,trawlers,FLK,62.91,1717,1828.7,5812.42,2904.39,1777.36,601.53,JUPITER FISHING CO 1995,NA,FLK
440751000,NAMGUNG518,8714102,DTUV,drifting_longlines,KOR,52.99,410,891.9,8529.97,4727.68,7692.55,4724.11,3T OCEAN,#90 WONYANG-RO SEO-KU BUSAN KOREA,KOR
412320013,TAIHONG2,9053634,BZZO5,drifting_longlines,CHN,51.27,651,698,5836.16,4752.93,4633.62,3925.25,SHANDONG ZHONGLU OCEANIC FISHERIES,"NO. 43 HEPING ROAD, JINAN, CHINA",CHN
431200170,SENSHOMARU1,9176905,JH3414,pole_and_line,JPN,29.7,120,741.37,3343.75,206.94,954.26,71.3,TAKEMURA N,"KIINAGASHIMA-KU, KIHOKU-CHO, KITAMURO-GUN, MIE-KEN, JAPAN.",JPN
444002117,GLORIA1,NA,NA,squid_jigger,NA,70.97,1113.68,1275.76,327.12,58.4,247.27,58.4,INSUNG,"INSUNG BUILDING, 27, DOKSEODANG-RO, YONGSAN-GU, SEOUL, 04410, SOUTH KOREA.",KOR
735057579,MILAGROSA,7806312,HC4043,tuna_purse_seines,ECU,76.24,1449,2685.6,1926.97,58.98,952.14,45.67,NEGOCIOS INDUSTRIALES REAL NIRSA,AVENIDA CARLOS LUIS PLAZA DAÑÍN S/N AVENIDA DEMOCRACIA (CIUDADELA ATARAZANA) JUNTO AL BOLOCENTRO 2000 GUAYAQUIL ECUADOR,ECU
572975210,TAINA,8102921,T2BX5,tuna_purse_seines,TUV,73.67,1472.26,2660.2,2124.61,25.43,73.72,3.21,TUSA FISHING,"ALAPI, FUNAFUTI, TUVALU",TUV
416003413,HERHAE26,NA,BJ4994,drifting_longlines,TWN,23.16,75.41,593.46,7036.96,5240.45,6687.51,5240.45,JHENG BAO SUEI,"NO.23, LANE 133, SINJI ST., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
627994000,PANOFIFRONTIER,8988806,9GIF,tuna_purse_seines,GHA,61.98,994.5,2059,8736.15,1744.08,6583.82,1659.87,PANOFI,P. O.BOX TT581,GHA
412331087,LUHUANGYUANYU117,8685478,BZTE8,squid_jigger,CHN,70.87,1655,2100,7365.77,1691.61,5758.02,1689.93,QINGDAO ZHONGTAI OCEANIC,"BUILDING 8, 8, QIANFOSHAN LU, QINGDAO E&T DEVT AREA, QINGDAO, SHANDONG, CHINA.",CHN
224044870,GENE,8739712,EALZ,drifting_longlines,ESP,25,264,301.43,6651.67,2232.22,5253.59,2230.87,PESQUERAS DOMINGUEZ,"MALTESES, 103|VIGO|36780|PONTEVEDRA",ESP
263271000,FASCINIOSDOMAR,NA,CUAB,drifting_longlines,PRT,24.28,166.44,278.5,7300.21,3514.06,3445.24,1952.12,FASCINIOS DO MAR,"AVENIDA CIDADE DE GUIMARÃES, Nº71",PRT
412331034,LUYANYUANYU6,NA,BZSE3,squid_jigger,CHN,61.14,989,1470,8526.71,2855.89,7973.12,2845.07,CHINA YANTAI MARINE FISHERIES,"179, BEIMA LU, ZHIFU QU, YANTAI, SHANDONG, 264000, CHINA.",CHN
200021422,NA,NA,NA,drifting_longlines,NA,19.79,38.52,397.59,5442.02,2777.55,3974.4,2777.55,NA,NA,NA
345040700,MANZANILLO,9685310,XCAQ9,tuna_purse_seines,MEX,79.5,2028,3678.53,7827.07,1389.57,3129.96,637.07,MARTUNA,"CALLE CENTRAL ORIENTE NO. 5 PARQUE INDUSTRIAL FRANCISCO RAMÍREZ VILLARREAL 28219 MANZANILLO, COLIMA MÉXICO",MEX
617095000,EGALABUR,9710995,D4GX,tuna_purse_seines,CUW,91.13,2863,5343.11,3917.89,863.76,564.26,206.79,ATUNSA,RUA 19 SETEMBRO - S. VICENTE,CPV
440772000,AGNES82,8714061,6LWJ,drifting_longlines,KOR,51.96,396.64,891.9,8735.75,5043.1,8393.95,5039.12,AGNES FISHERIES,"RM.706 DORYUM BD.60 DORYUM-DONG, JONGRO-GU, SEOUL, KOREA",KOR
416002407,TENNMINGYANG888,8778861,BJ4792,drifting_longlines,TWN,28.2,97.2,484.9,7799.18,6306.6,4029.42,3575.35,HSU SHENG CHANG,"NO.56, CHAOLONG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92844, TAIWAN",TWN
412440612,FUYUANYU9808,NA,NA,squid_jigger,CHN,65.26,780.02,1549.37,1996.84,282.19,315.28,93.7,NA,NA,NA
171000179,HOLYROSARY2NIMESH,NA,NA,drifting_longlines,NA,24.68,70.67,513.86,2492.96,49.34,1237.21,47.94,NA,NA,NA
441811000,KYUNGYANG6,8734255,6KCA6,drifting_longlines,KOR,55.66,421.55,1189.45,8735.93,6006.25,7315.59,5272.5,KYUNG YANG FISHERIES,"WON YANG PLAZA B/D (RM. 507) 105, WONYANG-RO,SEO-GU,BUSAN,KOREA",KOR
416004256,SHINSHENGLI6,NA,NA,drifting_longlines,TWN,25.43,89.09,417.11,5324.56,3790.69,4584.93,3785.7,NA,NA,NA
659388000,MAXIMUSCASTRO,8744511,V5DJ,drifting_longlines,NAM,22.57,157,313.4,7966.95,3487.98,753.89,386.84,SOUTH ROCK INVESTMENTS,"PO BOX 2057, WALVIS BAY",NAM
257806000,HOLMOY,9756145,LCLP,trawlers,NOR,69.7,3317,5369.15,8626.9,5938.58,1228.59,1166.47,PRESTFJORD,NA,NOR
412326859,TAIXANG6,8676867,BZSC5,drifting_longlines,CHN,38.23,392,870.87,6683.43,4702.53,4453.24,3614.96,SHANDONG ZHONGLU HAIYAN OCEANIC FISHERIES,"NO.105 YAN'AN 3 ROAD,QINGDAO,CHINA",CHN
244030073,DIRKDIRK,8209171,PBBZ,trawlers,NLD,95.18,3181,3200,6012.02,2810.39,799.93,702.19,RONA,VOORSCHOTERWEG 31,NLD
367330610,DESTINY,NA,WDF6810,drifting_longlines,USA,27.84,190.17,479.55,8340.18,2868.54,3716.8,2166.35,NA,NA,NA
367780410,NAHOA,NA,WDJ4715,drifting_longlines,USA,22.8,118.98,755.1,964.46,3.36,177.12,2.97,KD FISHERIES,"504 N NIMITZ HWY, HONOLULU, HI 96817-5030, USA",USA
700011048,MILARPUTHA1,NA,NA,drifting_longlines,NA,20.03,39.1,319.99,2265.41,242,1134.94,242,NA,NA,NA
412420317,JIADE8,8776241,BZ4VC,squid_jigger,CHN,60.51,1305,819.36,7378.07,1605.92,6587.4,1591.46,ZHOUSHAN JIADE INTERNATIONAL,"43, CHENGDONG LU, DINGHAI QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
366020000,OCEANGALAXY,8996310,WDE5890,tuna_purse_seines,USA,67.23,1517,2296.31,8735.99,2306.36,773.28,170.81,OCEAN GALAXY,"501 W. BROADWAY STE 1540, SAN DIEGO, CA 92101, USA",USA
412328725,LURONGYUANYU58,NA,819B,drifting_longlines,CHN,38.22,260.66,640.46,8367.99,6040.25,4349.88,3256.21,NA,NA,NA
316004070,KIVIUQ1,NA,VO4989,set_longlines,CAN,33,346,604.46,7731.65,2385.25,766.24,599.39,NA,NA,NA
412354154,SHUNFENG2,NA,BZU2L,squid_jigger,CHN,60.9,985,1103,3458.78,51.46,144.37,50.77,QIDONG SHUNFENG OCEANIC FISH,"1, ZHENGFA LU, LVSIGANGZHEN, QIDONG, CHINA.",CHN
416003009,CHINDONGFA11,NA,BK7471,drifting_longlines,TWN,22.1,49.82,447.6,7158.65,4258.11,5308.74,4216.56,LI ZHANG YU XIA,"NO.65, GUANGFU RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
